pmid,title,journal,date,num_authors
32459574,"The world is waiting, use sequential analysis and get us the evidence-based treatment we need for COVID-19.",The Libyan journal of medicine,2020-Dec-1,2
32455877,Strategies to Improve Participation of Older Adults in Cancer Research.,Journal of clinical medicine,2020-May-22,20
32444433,"Protocol for a randomised controlled trial of Subacromial spacer for Tears Affecting Rotator cuff Tendons: a Randomised, Efficient, Adaptive Clinical Trial in Surgery (START:REACTS).",BMJ open,2020-May-21,17
32426740,Misinformation During the Coronavirus Disease 2019 Outbreak: How Knowledge Emerges From Noise.,Critical care explorations,2020-Apr-1,11
32417343,Principles of Good Clinical Trial Design.,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer,2020-Aug-1,4
32393216,"The OPTIMIZE study: protocol of a pragmatic sequential multiple assessment randomized trial of nonpharmacologic treatment for chronic, nonspecific low back pain.",BMC musculoskeletal disorders,2020-May-11,11
32315340,Using the Bayesian credible subgroups method to identify populations benefiting from treatment: An application to the Look AHEAD trial.,PloS one,2020-1-1,4
32301141,With great power comes great… reliability.,European journal of heart failure,2020-Sep-1,3
32267301,Driving forces for COVID-19 clinical trials using chloroquine: the need to choose the right research questions and outcomes.,Revista da Sociedade Brasileira de Medicina Tropical,2020-1-1,8
32154005,Do current approaches to assessing therapy related adverse events align with the needs of long-term cancer patients and survivors?,"Cardio-oncology (London, England)",2018-1-1,2
32072303,Contemporary strategies to improve clinical trial design for critical care research: insights from the First Critical Care Clinical Trialists Workshop.,Intensive care medicine,2020-May-1,15
15726398,The Study Centre of the German Surgical Society--rationale and current status.,Langenbeck's archives of surgery,2005-Apr-1,7
37835368,Interpreting Randomized Controlled Trials.,Cancers,2023-Sep-22,3
35677319,Missing the trees for the forest: most subgroup analyses using forest plots at the ASCO annual meeting are inconclusive.,Therapeutic advances in medical oncology,2022-1-1,3
32771018,Effect of novel technology-enabled multidimensional physical activity feedback in primary care patients at risk of chronic disease - the MIPACT study: a randomised controlled trial.,The international journal of behavioral nutrition and physical activity,2020-Aug-08,9
22244007,Plasma-derived medicines: access and usage issues.,Blood transfusion = Trasfusione del sangue,2012-Jul-1,2
16234430,A landmark for popperian epidemiology: refutation of the randomised Aldactone evaluation study.,Journal of epidemiology and community health,2005-Nov-1,3
11069436,Design issues for drug epidemiology.,British journal of clinical pharmacology,2000-Nov-1,2
9221304,[The concept of therapeutic equivalence].,"Medizinische Klinik (Munich, Germany : 1983)",1997-Apr-15,2
7528126,Evaluation of antiepileptic drug efficacy. A review of clinical trial design.,Drugs,1994-Oct-1,2
39221375,Surface Cleaning with a Microfiber Cloth and Water followed by Ultraviolet-C Light Exposure Achieves Non-Inferior Disinfection of a Pathogenic Staphylococcus aureus Strain versus Use of Germicidal Wipes.,Cureus,2024-Aug-1,7
39092744,Repetitive transcranial magnetic stimulation for post-traumatic stress disorder in adults.,The Cochrane database of systematic reviews,2024-Aug-02,6
39081188,Key insights and challeneges in noninferiority trials.,Korean journal of anesthesiology,2024-Aug-1,2
39032928,Switching from Dose-Intensified intravenous to SubCutaneoUS infliximab in Inflammatory Bowel Disease (DISCUS-IBD): protocol for a multicentre randomised controlled trial.,BMJ open,2024-Jul-20,25
38978124,Specificity of serological screening tests and reference laboratory tests to diagnose gambiense human African trypanosomiasis: a prospective clinical performance study.,Infectious diseases of poverty,2024-Jul-08,28
38924038,"Telehealth vs in-person education for enhancing self-care of ostomy patients (Self-Stoma): Protocol for a noninferiority, randomized, open-label, controlled trial.",PloS one,2024-1-1,13
38913235,Understanding three standard study designs for randomized controlled trials.,Journal of anesthesia,2024-Aug-1,6
38739437,Replication of null results: Absence of evidence or evidence of absence?,eLife,2024-May-13,4
38454380,Commentary on 2022 guidelines on clinical trial design in cluster headache and further suggestions.,The journal of headache and pain,2024-Mar-07,5
38429393,Postoperative pain of minimally invasive root canal treatment:a randomized clinical trial.,Odontology,2024-Oct-1,5
38356882,Efficacy and feasibility of a digital speech therapy for post-stroke dysarthria: protocol for a randomized controlled trial.,Frontiers in neurology,2024-1-1,4
38009090,Two-week versus four-week immobilization of stable distal radioulnar joint following surgical fixation of Galeazzi fracture-dislocations: A randomized controlled trial.,Journal of clinical orthopaedics and trauma,2023-Oct-1,3
37479524,"Amber photobiomodulation versus tranexamic acid for the treatment of melasma: protocol for a double-blind, randomised controlled trial.",BMJ open,2023-Jul-21,4
37146412,Emotion regulation difficulties are associated with loss-of-control eating dependent on degree of narcissistic traits in college students.,Eating behaviors,2023-Apr-1,4
36806136,Effectiveness and cost-effectiveness of combined asynchronous telemonitoring and patient-initiated care for spondyloarthritis: protocol for a pragmatic multicentre randomised controlled trial (TeleSpA Study).,BMJ open,2023-Feb-20,4
36778820,Comparison of intranasal and nebulized dexmedetomidine for premedication in pediatric patients: A non-inferiority randomized controlled trial.,"Journal of anaesthesiology, clinical pharmacology",2022-1-1,5
36231917,High-Level Mobility of Trans-Tibial Prosthesis Users Wearing Commercial and sPace Energy-Storing Prosthetic Feet.,International journal of environmental research and public health,2022-Oct-02,7
35987776,Optimising a multi-strategy implementation intervention to improve the delivery of a school physical activity policy at scale: findings from a randomised noninferiority trial.,The international journal of behavioral nutrition and physical activity,2022-Aug-20,11
35697438,"PROcalcitonin and NEWS2 evaluation for Timely identification of sepsis and Optimal use of antibiotics in the emergency department (PRONTO): protocol for a multicentre, open-label, randomised controlled trial.",BMJ open,2022-Jun-13,21
35647963,Tear film lipid layer thickness measurement from Ocular Surface Analyzer as a marker to monitor treatment of meibomian gland dysfunction in a study comparing physiological detergent-free eyelid wipes with conventional therapy: A randomized trial.,Indian journal of ophthalmology,2022-Jun-1,5
35413919,Identifying essential implementation strategies: a mixed methods process evaluation of a multi-strategy policy implementation intervention for schools.,The international journal of behavioral nutrition and physical activity,2022-Apr-12,7
35368773,"Treatment of Degenerative Lumbar Spondylolisthesis by Tongdu Bushen Acupuncture, Intradermal Acupuncture, and Moxibustion Integrated Therapy Combined with Core Muscle Training Program: Study Protocol for a Randomized Controlled Clinical Trial.",Evidence-based complementary and alternative medicine : eCAM,2022-1-1,7
35248123,"Non-inferiority test for a continuous variable with a flexible margin in an active controlled trial: an application to the ""Stratall ANRS 12110 / ESTHER"" trial.",Trials,2022-Mar-05,6
34696777,A brief intervention for PTSD versus treatment as usual: Study protocol for a non-inferiority randomized controlled trial.,Trials,2021-Oct-25,5
33456901,Non-inferiority statistics and equivalence studies.,BJA education,2019-Aug-1,1
33263234,"A non-inferiority study evaluating a new extended-release preparation of tilmicosin injected subcutaneously vs. ceftiofur administered intramammary, as dry-cow therapy in Holstein Friesian cows.",Journal of veterinary science,2020-Nov-1,5
33041146,MAGraine: Magnesium compared to conventional therapy for treatment of migraines.,The American journal of emergency medicine,2021-Jan-1,9
32606059,Effect of reactive balance training on physical fitness poststroke: study protocol for a randomised non-inferiority trial.,BMJ open,2020-Jun-30,10
32461297,Lengthening adalimumab dosing interval in quiescent Crohn's disease patients: protocol for the pragmatic randomised non-inferiority LADI study.,BMJ open,2020-May-26,7
31510957,Integrated and simplified approaches to community management of acute malnutrition in rural Kenya: a cluster randomized trial protocol.,BMC public health,2019-Sep-11,17
31234919,"Study on efficacy and safety of Tong-luo Qu-tong plaster treatment for knee osteoarthritis: study protocol for a randomized, double-blind, parallel positive controlled, multi-center clinical trial.",Trials,2019-Jun-24,11
31193160,Comparing azathioprine with cyclosporine in the treatment of antihistamine refractory chronic spontaneous urticaria: A randomized prospective active-controlled non-inferiority study.,The World Allergy Organization journal,2019-1-1,5
30975147,Comparison of malaria treatment outcome of generic and innovator's anti-malarial drugs containing artemether-lumefantrine combination in the management of uncomplicated malaria amongst Tanzanian children.,Malaria journal,2019-Apr-11,6
30841930,Efficacy of an internet-based exposure treatment for flying phobia (NO-FEAR Airlines) with and without therapist guidance: a randomized controlled trial.,BMC psychiatry,2019-Mar-06,8
38611109,Translational Aspects in Metaplastic Breast Carcinoma.,Cancers,2024-Apr-07,3
32923863,Trial Design Challenges and Approaches for Precision Oncology in Rare Tumors: Experiences of the Children's Oncology Group.,JCO precision oncology,2019-1-1,6
32817435,Opportunities and limitations of genetically modified nonhuman primate models for neuroscience research.,Proceedings of the National Academy of Sciences of the United States of America,2020-Sep-29,11
30280044,In silico study of medical decision-making for rare diseases: heterogeneity of decision-makers in a population improves overall benefit.,PeerJ,2018-1-1,2
29351763,An overview of the impact of rare disease characteristics on research methodology.,Orphanet journal of rare diseases,2018-Jan-19,3
28861905,Treatable inherited rare movement disorders.,Movement disorders : official journal of the Movement Disorder Society,2018-Jan-1,26
28752290,Factors Contributing to the Efficacy-Effectiveness Gap in the Case of Orphan Drugs for Metabolic Diseases.,Drugs,2017-Sep-1,5
28387537,Using phase II data for the analysis of phase III studies: An application in rare diseases.,"Clinical trials (London, England)",2017-Jun-1,4
27888381,Listening to Quackery: Reading John Wesley's Primitive Physic in an Age of Health Care Reform.,The Journal of medical humanities,2019-Mar-1,2
27301273,Directions for new developments on statistical design and analysis of small population group trials.,Orphanet journal of rare diseases,2016-Jun-14,3
26830113,Rett Syndrome: Crossing the Threshold to Clinical Translation.,Trends in neurosciences,2016-Feb-1,7
25274616,Rare Cancers Europe (RCE) methodological recommendations for clinical studies in rare cancers: a European consensus position paper.,Annals of oncology : official journal of the European Society for Medical Oncology,2015-Feb-1,4
24131572,Clinical evidence for orphan medicinal products-a cause for concern?,Orphanet journal of rare diseases,2013-Oct-16,5
21695041,The n-of-1 clinical trial: the ultimate strategy for individualizing medicine?,Personalized medicine,2011-Mar-1,6
37408015,Development of consensus-driven SPIRIT and CONSORT extensions for early phase dose-finding trials: the DEFINE study.,BMC medicine,2023-Jul-05,23
34076336,"Dose selection for intracerebroventricular cerliponase alfa in children with CLN2 disease, translation from animal to human in a rare genetic disease.",Clinical and translational science,2021-Sep-1,8
29989021,Older adults in phase I clinical trials: a comparative analysis of participation and clinical benefit rate among older adults versus middle age and AYA patients on phase I clinical trials with VEGF/VEGFR inhibitors.,Oncotarget,2018-Jun-22,9
28357178,From promising molecules to orphan drugs: Early clinical drug development.,Intractable & rare diseases research,2017-Feb-1,1
