pmid,title,journal,date,num_authors
38328240,Identification of Family-Specific Features in Cas9 and Cas12 Proteins: A Machine Learning Approach Using Complete Protein Feature Spectrum.,bioRxiv : the preprint server for biology,2024-Jan-23,9
38234413,A toolbox for genetic manipulation in intestinal ,Synthetic and systems biotechnology,2024-Mar-1,9
38149272,CRISPR/Cas12a toolbox for genome editing in ,Frontiers in microbiology,2023-1-1,4
38076861,CRISPR-Cas12a exhibits metal-dependent specificity switching.,bioRxiv : the preprint server for biology,2024-Jan-17,5
37998138,CRISPR/Cas12a Collateral Cleavage Activity for Sensitive 3'-5' Exonuclease Assay.,Biosensors,2023-Oct-30,4
37885449,Advancements in the synergy of isothermal amplification and CRISPR-cas technologies for pathogen detection.,Frontiers in bioengineering and biotechnology,2023-1-1,9
37873636,CRISPR-Cas Technology as a Revolutionary Genome Editing tool: Mechanisms and Biomedical Applications.,Iranian biomedical journal,2023-Sep-01,5
37860145,Design and development of a rapid meat detection system based on RPA-CRISPR/Cas12a-LFD.,Current research in food science,2023-1-1,13
37833763,CRISPR-Cas12a test strip (CRISPR/CAST) package: In-situ detection of Brucella from infected livestock.,BMC veterinary research,2023-Oct-13,7
37823027,Engineered exosomes as drug and RNA co-delivery system: new hope for enhanced therapeutics?,Frontiers in bioengineering and biotechnology,2023-1-1,11
37722240,Unleashing the potential of CRISPR multiplexing: Harnessing Cas12 and Cas13 for precise gene modulation in eye diseases.,Vision research,2023-Dec-1,5
37711546,The biological principles and advanced applications of DSB repair in CRISPR-mediated yeast genome editing.,Synthetic and systems biotechnology,2023-Dec-1,4
37711287,Advances in CRISPR/Cas9-based research related to soybean [,Frontiers in plant science,2023-1-1,13
37698765,Modern therapies of nonsmall cell lung cancer.,Journal of applied genetics,2023-Dec-1,9
37674114,CRISPR applications in cancer diagnosis and treatment.,Cellular & molecular biology letters,2023-Sep-06,5
37622910,A Critical Study on DNA Probes Attached to Microplate for CRISPR/Cas12 Trans-Cleavage Activity.,Biosensors,2023-Aug-17,5
37483347,"Development of CRISPR Cas9, spin-off technologies and their application in model construction and potential therapeutic methods of Parkinson's disease.",Frontiers in neuroscience,2023-1-1,6
37460924,Targeting miRNA by CRISPR/Cas in cancer: advantages and challenges.,Military Medical Research,2023-Jul-17,13
37050104,Strategies and Methods for Improving the Efficiency of CRISPR/Cas9 Gene Editing in Plant Molecular Breeding.,"Plants (Basel, Switzerland)",2023-Mar-28,10
37022538,"An overview of genome engineering in plants, including its scope, technologies, progress and grand challenges.",Functional & integrative genomics,2023-Apr-06,12
36982733,Seedlessness Trait and Genome Editing-A Review.,International journal of molecular sciences,2023-Mar-16,6
36970703,Research Progress on the detection methods of porcine reproductive and respiratory syndrome virus.,Frontiers in microbiology,2023-1-1,4
36902028,,International journal of molecular sciences,2023-Feb-27,9
36831968,Advancements in CRISPR-Based Biosensing for Next-Gen Point of Care Diagnostic Application.,Biosensors,2023-Jan-29,9
36745596,Elucidating the Role of CRISPR/Cas in Single-Step Isothermal Nucleic Acid Amplification Testing Assays.,Analytical chemistry,2023-Feb-21,5
36682874,Optimized protocols for the characterization of Cas12a activities.,Methods in enzymology,2023-1-1,3
36675077,A CRISPR-Cas Cure for HIV/AIDS.,International journal of molecular sciences,2023-Jan-13,4
36669950,Clinical progress in genome-editing technology and in vivo delivery techniques.,Trends in genetics : TIG,2023-Mar-1,4
36646687,CRISPR/Cas9 therapeutics: progress and prospects.,Signal transduction and targeted therapy,2023-Jan-16,10
36636380,An Explorative Review on Advanced Approaches to Overcome Bacterial Resistance by Curbing Bacterial Biofilm Formation.,Infection and drug resistance,2023-1-1,7
36556333,CRISPR-Based Tools for Fighting Rare Diseases.,"Life (Basel, Switzerland)",2022-Nov-24,3
36321657,Structural insights into target DNA recognition and cleavage by the CRISPR-Cas12c1 system.,Nucleic acids research,2022-Nov-11,7
36139087,Natural and Modified Oligonucleotide Sequences Show Distinct Strand Displacement Kinetics and These Are Affected Further by Molecular Crowders.,Biomolecules,2022-Sep-06,5
36060308,Prokaryotic Argonaute Proteins as a Tool for Biotechnology.,Molecular biology,2022-1-1,6
35958049,The trans DNA cleavage activity of Cas12a provides no detectable immunity against plasmid or phage.,Frontiers in genome editing,2022-1-1,4
35908288,Use of CRISPR-Cas tools to engineer Trichoderma species.,Microbial biotechnology,2022-Oct-1,7
35706506,"Tips, Tricks, and Potential Pitfalls of CRISPR Genome Editing in ",Frontiers in bioengineering and biotechnology,2022-1-1,3
35633938,Integrating CRISPR/Cas systems with programmable DNA nanostructures for delivery and beyond.,iScience,2022-Jun-17,5
35337340,CRISPR based therapeutics: a new paradigm in cancer precision medicine.,Molecular cancer,2022-Mar-25,4
35308857,2'-,Chemical science,2022-Feb-16,8
35205367,DNA Double-Strand Break Repairs and Their Application in Plant DNA Integration.,Genes,2022-Feb-09,2
35194511,Exploring nano-enabled CRISPR-Cas-powered strategies for efficient diagnostics and treatment of infectious diseases.,Journal of nanostructure in chemistry,2022-1-1,8
35053100,Circumventing Zygotic Lethality to Generate Maternal Mutants in Zebrafish.,Biology,2022-Jan-10,1
35024561,Analysis of a Cas12a-based gene-drive system in budding yeast.,Access microbiology,2021-1-1,3
34951457,Mechanics of CRISPR-Cas12a and engineered variants on λ-DNA.,Nucleic acids research,2022-May-20,4
34948095,High-Throughput Profiling of Cas12a Orthologues and Engineered Variants for Enhanced Genome Editing Activity.,International journal of molecular sciences,2021-Dec-10,5
34935462,Chimeric RNA: DNA TracrRNA Improves Homology-Directed Repair ,The CRISPR journal,2022-Feb-1,10
34853172,Mg,Proceedings of the National Academy of Sciences of the United States of America,2021-Dec-07,6
34833137,An Episomal CRISPR/Cas12a System for Mediating Efficient Gene Editing.,"Life (Basel, Switzerland)",2021-Nov-18,8
34759957,Integrating CRISPR-Cas and Next Generation Sequencing in Plant Virology.,Frontiers in genetics,2021-1-1,12
34741732,CRISPR/Cas-Based Modifications for Therapeutic Applications: A Review.,Molecular biotechnology,2022-Apr-1,7
34673274,Gene editing to enhance the efficacy of cancer cell therapies.,Molecular therapy : the journal of the American Society of Gene Therapy,2021-Nov-03,2
34643870,CRISPR/Cas 9-Based Editing in the Production of Bioactive Molecules.,Molecular biotechnology,2022-Mar-1,3
34638696,"Comparison of the Feasibility, Efficiency, and Safety of Genome Editing Technologies.",International journal of molecular sciences,2021-Sep-26,5
34456559,Mechanism and Applications of CRISPR/Cas-9-Mediated Genome Editing.,Biologics : targets & therapy,2021-1-1,2
34421973,Multiplex Genome Editing in Yeast by CRISPR/Cas9 - A Potent and Agile Tool to Reconstruct Complex Metabolic Pathways.,Frontiers in plant science,2021-1-1,3
34336867,Genome Editing Technologies as Cellular Defense Against Viral Pathogens.,Frontiers in cell and developmental biology,2021-1-1,2
34299081,Exosome/Liposome-like Nanoparticles: New Carriers for CRISPR Genome Editing in Plants.,International journal of molecular sciences,2021-Jul-12,9
34280234,Rapid and sensitive RPA-Cas12a-fluorescence assay for point-of-care detection of African swine fever virus.,PloS one,2021-1-1,5
34115079,Harnessing lipid nanoparticles for efficient CRISPR delivery.,Biomaterials science,2021-Sep-14,3
33801123,CRISPR/Cas Technology in Pig-to-Human Xenotransplantation Research.,International journal of molecular sciences,2021-Mar-21,5
33754804,The next frontier of oncotherapy: accomplishing clinical translation of oncolytic bacteria through genetic engineering.,Future microbiology,2021-Mar-1,7
33585286,The CRISPR-Cas Mechanism for Adaptive Immunity and Alternate Bacterial Functions Fuels Diverse Biotechnologies.,Frontiers in cellular and infection microbiology,2020-1-1,4
33420494,CRISPR technologies for precise epigenome editing.,Nature cell biology,2021-Jan-1,4
33262863,"Is microfluidics the ""assembly line"" for CRISPR-Cas9 gene-editing?",Biomicrofluidics,2020-Nov-1,3
33172304,Repeat RNA expansion disorders of the nervous system: post-transcriptional mechanisms and therapeutic strategies.,Critical reviews in biochemistry and molecular biology,2021-Feb-1,3
33148705,SHERLOCK and DETECTR: CRISPR-Cas Systems as Potential Rapid Diagnostic Tools for Emerging Infectious Diseases.,Journal of clinical microbiology,2021-Feb-18,2
32883277,Application of different types of CRISPR/Cas-based systems in bacteria.,Microbial cell factories,2020-Sep-03,5
32580834,Development of CRISPR/Cas9 system for targeted DNA modifications and recent improvements in modification efficiency and specificity.,BMB reports,2020-Jul-1,2
32200951,Tumour travel tours - Why circulating cancer cells value company.,Biomedical journal,2020-Feb-1,1
39350207,Hydrogel-based platforms for site-specific doxorubicin release in cancer therapy.,Journal of translational medicine,2024-Sep-30,10
38186450,Applications of Clustered Regularly Interspaced Short Palindromic Repeats (CRISPR) as a Genetic Scalpel for the Treatment of Cancer: A Translational Narrative Review.,Cureus,2023-Dec-1,7
36278172,The regulatory role of PDE4B in the progression of inflammatory function study.,Frontiers in pharmacology,2022-1-1,8
36239875,CRISPR/Cas systems usher in a new era of disease treatment and diagnosis.,Molecular biomedicine,2022-Oct-14,5
39533430,Targeting glutamine synthetase with AS1411-modified exosome-liposome hybrid nanoparticles for inhibition of choroidal neovascularization.,Journal of nanobiotechnology,2024-Nov-13,8
39524822,Emerging Gene-editing nano-therapeutics for Cancer.,Heliyon,2024-Nov-15,5
39493896,"COVID-19: An overview on possible transmission ways, sampling matrices and diagnosis.",BioImpacts : BI,2024-1-1,3
39483469,,Frontiers in immunology,2024-1-1,8
39427211,CRISPR/Cas9 technology for advancements in cancer immunotherapy: from uncovering regulatory mechanisms to therapeutic applications.,Experimental hematology & oncology,2024-Oct-19,5
39415058,Lung and liver editing by lipid nanoparticle delivery of a stable CRISPR-Cas9 ribonucleoprotein.,Nature biotechnology,2024-Oct-16,10
39404843,From resistance to remedy: the role of clustered regularly interspaced short palindromic repeats system in combating antimicrobial resistance-a review.,Naunyn-Schmiedeberg's archives of pharmacology,2025-Mar-1,5
39315713,Amphiphilic shuttle peptide delivers base editor ribonucleoprotein to correct the CFTR R553X mutation in well-differentiated airway epithelial cells.,Nucleic acids research,2024-Oct-28,31
39284917,Efficient cloning of linear DNA inserts (ECOLI) into plasmids using site-directed mutagenesis.,Scientific reports,2024-Sep-16,2
39281673,Advances in delivery systems for CRISPR/Cas-mediated cancer treatment: a focus on viral vectors and extracellular vesicles.,Frontiers in immunology,2024-1-1,4
39199292,Aerosol Inhalation of Gene Delivery Therapy for Pulmonary Diseases.,Biomolecules,2024-Jul-25,5
39156766,Current developments of gene therapy in human diseases.,MedComm,2024-Sep-1,5
39149034,Role of CRISPR-Cas systems and anti-CRISPR proteins in bacterial antibiotic resistance.,Heliyon,2024-Jul-30,9
39118151,Harnessing the evolving CRISPR/Cas9 for precision oncology.,Journal of translational medicine,2024-Aug-08,5
39086673,Gene therapy and genome editing for type I glycogen storage diseases.,Frontiers in molecular medicine,2023-1-1,2
39081515,CRISPR technology in human diseases.,MedComm,2024-Aug-1,8
39012600,Plasmid Delivery and Single-Cell Plasmid Expression Analysis for CRISPR/dCas9-Based Epigenetic Editing.,"Methods in molecular biology (Clifton, N.J.)",2024-1-1,7
38977787,Assessing and engineering the IscB-ωRNA system for programmed genome editing.,Nature chemical biology,2024-Dec-1,6
38951705,CRISPR-Cas9 potential for identifying novel therapeutic targets in muscle-invasive bladder cancer.,Nature reviews. Urology,2025-Jan-1,8
38938376,CRISPR delivery with extracellular vesicles: Promises and challenges.,Journal of extracellular biology,2023-Sep-1,5
38932365,Precision in Action: The Role of Clustered Regularly Interspaced Short Palindromic Repeats/Cas in Gene Therapies.,Vaccines,2024-Jun-07,6
38859956,Recent Updates of the CRISPR/Cas9 Genome Editing System: Novel Approaches to Regulate Its Spatiotemporal Control by Genetic and Physicochemical Strategies.,International journal of nanomedicine,2024-1-1,12
38844700,Revolutionizing Lung Cancer Treatment: Innovative CRISPR-Cas9 Delivery Strategies.,AAPS PharmSciTech,2024-Jun-06,1
38773978,Small extracellular vesicles (sEVs)-based gene delivery platform for cell-specific CRISPR/Cas9 genome editing.,Theranostics,2024-1-1,8
38746439,A temperature-sensitive and interferon-silent Sendai virus vector for CRISPR-Cas9 delivery and gene editing in primary human cells.,bioRxiv : the preprint server for biology,2024-May-05,15
38702575,From Gene Editing to Biofilm Busting: CRISPR-CAS9 Against Antibiotic Resistance-A Review.,Cell biochemistry and biophysics,2024-Jun-1,2
38652321,Advances in miniature CRISPR-Cas proteins and their applications in gene editing.,Archives of microbiology,2024-Apr-23,5
38652190,An Efficient Vector-Based CRISPR/Cas9 System in Zebrafish Cell Line.,"Marine biotechnology (New York, N.Y.)",2024-Jun-1,9
38647391,Magnetic Nanoparticle-Assisted Non-Viral CRISPR-Cas9 for Enhanced Genome Editing to Treat Rett Syndrome.,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2024-Jun-1,8
38628493,Gene editing in small and large animals for translational medicine: a review.,Animal reproduction,2024-1-1,3
38623982,Evolution of Prime Editing Systems: Move Forward to the Treatment of Hereditary Diseases.,Current gene therapy,2024-1-1,6
38622684,Developing hydrogels for gene therapy and tissue engineering.,Journal of nanobiotechnology,2024-Apr-15,9
38576617,Advancements in γδT cell engineering: paving the way for enhanced cancer immunotherapy.,Frontiers in immunology,2024-1-1,6
38547339,What's in a cure: designing a broad-spectrum HIV gene therapy.,Current opinion in HIV and AIDS,2024-May-01,4
38545126,"CRISPR, CAR-T, and NK: Current applications and future perspectives.",Genes & diseases,2024-Jul-1,4
38544667,The genetically modified human foreskin fibroblast cell line (YhFF#8) stably expressing ,International journal of reproductive biomedicine,2024-Jan-1,4
38543240,CRISPR/Cas9-Mediated Customizing Strategies for Adoptive T-Cell Therapy.,Pharmaceutics,2024-Mar-01,3
38486996,Engineered extracellular vesicles efficiently deliver CRISPR-Cas9 ribonucleoprotein (RNP) to inhibit herpes simplex virus1 infection ,Acta pharmaceutica Sinica. B,2024-Mar-1,10
38483963,An efficient and cost-effective method for disrupting genes in RAW264.7 macrophages using CRISPR-Cas9.,PloS one,2024-1-1,2
38472686,The RRE-Rev Module Has No Effect on the Packaging Efficiency of Cas9 and Gag Proteins into NanoMEDIC Virus-like Particles.,"Doklady biological sciences : proceedings of the Academy of Sciences of the USSR, Biological sciences sections",2023-Dec-1,4
38468088,Multiplex Marker-Less Genome Integration in Pichia pastoris Using CRISPR/Cas9.,"Methods in molecular biology (Clifton, N.J.)",2024-1-1,3
38463115,Role and application of CRISPR-Cas9 in the management of Alzheimer's disease.,Annals of medicine and surgery (2012),2024-Mar-1,12
38459355,Trisomy silencing by XIST: translational prospects and challenges.,Human genetics,2024-Jul-1,3
38427670,Generation of murine tumor models refractory to αPD-1/-L1 therapies due to defects in antigen processing/presentation or IFNγ signaling using CRISPR/Cas9.,PloS one,2024-1-1,7
38363528,The Future of Gene Therapy: A Review of In Vivo and Ex Vivo Delivery Methods for Genome Editing-Based Therapies.,Molecular biotechnology,2025-Feb-1,2
38361756,A review of the literature on the use of CRISPR/Cas9 gene therapy to treat hepatocellular carcinoma.,Oncology research,2024-1-1,3
38347947,"A Comprehensive Exploration of Bioluminescence Systems, Mechanisms, and Advanced Assays for Versatile Applications.",Biochemistry research international,2024-1-1,3
38300270,"Harnessing Peptide Nucleic Acids and the Eukaryotic Resolvase MOC1 for Programmable, Precise Generation of Double-Strand DNA Breaks.",Analytical chemistry,2024-Feb-13,5
38272457,High throughput functional profiling of genes at intraocular pressure loci reveals distinct networks for glaucoma.,Human molecular genetics,2024-Apr-18,17
38258771,Precision Genome Editing Techniques in Gene Therapy: Current State and Future Prospects.,Current gene therapy,2024-1-1,8
38256875,Molecular Marvels: Small Molecules Paving the Way for Enhanced Gene Therapy.,"Pharmaceuticals (Basel, Switzerland)",2023-Dec-27,2
38253889,Engineering approaches for RNA-based and cell-based osteoarthritis therapies.,Nature reviews. Rheumatology,2024-Feb-1,7
38249355,[Not Available].,3 Biotech,2024-Feb-1,5
38200865,Optimising Electroporation Condition for CRISPR/Cas-Mediated Knockout in Zona-Intact Buffalo Zygotes.,Animals : an open access journal from MDPI,2023-Dec-30,11
38195537,"Comprehensive review of CRISPR-based gene editing: mechanisms, challenges, and applications in cancer therapy.",Molecular cancer,2024-Jan-09,9
38188023,Applications and advancements of CRISPR-Cas in the treatment of lung cancer.,Frontiers in cell and developmental biology,2023-1-1,4
38180445,Macromolecular Cargo Encapsulation via In Vitro Assembly of Two-Component Protein Nanoparticles.,Advanced healthcare materials,2024-Apr-1,15
38178986,Lentiviral Transduction-based CRISPR/Cas9 Editing of ,Current genomics,2023-Nov-22,9
38161502,Novel Approaches to Inhibition of HBsAg Expression from cccDNA and Chromosomal Integrants: A Review.,Journal of clinical and translational hepatology,2023-Dec-28,3
38145986,Techniques for investigating lncRNA transcript functions in neurodevelopment.,Molecular psychiatry,2024-Apr-1,3
38137554,Advances of Genome Editing with CRISPR/Cas9 in Neurodegeneration: The Right Path towards Therapy.,Biomedicines,2023-Dec-17,5
38136984,Navigating the Complex Landscape of Fibrodysplasia Ossificans Progressiva: From Current Paradigms to Therapeutic Frontiers.,Genes,2023-Nov-30,2
38104240,Engineered mischarged transfer RNAs for correcting pathogenic missense mutations.,Molecular therapy : the journal of the American Society of Gene Therapy,2024-Feb-07,11
38031452,Nuclear localization signal-tagged systems: relevant nuclear import principles in the context of current therapeutic design.,Chemical Society reviews,2024-Jan-02,7
38003514,CRISPR/Cas9-Mediated Genome Editing in Cancer Therapy.,International journal of molecular sciences,2023-Nov-15,4
37977144,Integration of xeno-free single-cell cloning in CRISPR-mediated DNA editing of human iPSCs improves homogeneity and methodological efficiency of cellular disease modeling.,Stem cell reports,2023-Dec-12,10
37966606,The Next Generation of Drug Delivery: Harnessing the Power of Bacteriophages.,"Methods in molecular biology (Clifton, N.J.)",2024-1-1,5
37964355,CRISPR/Cas9 system: recent applications in immuno-oncology and cancer immunotherapy.,Experimental hematology & oncology,2023-Nov-14,3
37894063,Application of CRISPR-Cas System to Mitigate Superbug Infections.,Microorganisms,2023-Sep-26,19
37853101,Inactive S. aureus Cas9 downregulates alpha-synuclein and reduces mtDNA damage and oxidative stress levels in human stem cell model of Parkinson's disease.,Scientific reports,2023-Oct-18,8
37841202,Biomaterials-mediated CRISPR/Cas9 delivery: recent challenges and opportunities in gene therapy.,Frontiers in chemistry,2023-1-1,2
37813236,Delivery of gene editing therapeutics.,"Nanomedicine : nanotechnology, biology, and medicine",2023-Nov-1,22
37738140,Quantum biological insights into CRISPR-Cas9 sgRNA efficiency from explainable-AI driven feature engineering.,Nucleic acids research,2023-Oct-27,11
37723364,Recent Advances in CRISPR/Cas9 Delivery Approaches for Therapeutic Gene Editing of Stem Cells.,Stem cell reviews and reports,2023-Nov-1,11
37697445,"Long noncoding RNA from Betula platyphylla, BplncSIR1, confers salt tolerance by regulating BpNAC2 to mediate reactive oxygen species scavenging and stomatal movement.",Plant biotechnology journal,2024-Jan-1,4
37686639,Applications of CRISPR Technology to Breast Cancer and Triple Negative Breast Cancer Research.,Cancers,2023-Sep-01,8
37686139,High-Tech Methods of Cytokine Imbalance Correction in Intervertebral Disc Degeneration.,International journal of molecular sciences,2023-Aug-28,14
37679807,"Combining old and new concepts in targeting telomerase for cancer therapy: transient, immediate, complete and combinatory attack (TICCA).",Cancer cell international,2023-Sep-07,2
37607734,Emerging and potential use of CRISPR in human liver disease.,"Hepatology (Baltimore, Md.)",2023-Aug-22,5
37593202,Titrating CD47 by mismatch CRISPR-interference reveals incomplete repression can eliminate IgG-opsonized tumors but limits induction of antitumor IgG.,PNAS nexus,2023-Aug-1,5
37588217,Clinical applications of the CRISPR/Cas9 genome-editing system: Delivery options and challenges in precision medicine.,Genes & diseases,2024-Jan-1,5
37580710,CRISPR-Cas9 identifies growth-related subtypes of glioblastoma with therapeutical significance through cell line knockdown.,BMC cancer,2023-Aug-14,10
37545763,Genetic manipulation of betta fish.,Frontiers in genome editing,2023-1-1,5
37521595,Novel Therapeutic Targets for Fibrodysplasia Ossificans Progressiva: Emerging Strategies and Future Directions.,Cureus,2023-Jul-1,16
37438488,CRISPR/Cas-mediated genome editing in mice for the development of drug delivery mechanism.,Molecular biology reports,2023-Sep-1,7
37435135,Nanoblades allow high-level genome editing in murine and human organoids.,Molecular therapy. Nucleic acids,2023-Sep-12,22
37415116,CKM and TERT dual promoters drive CRISPR-dCas9 to specifically inhibit the malignant behavior of osteosarcoma cells.,Cellular & molecular biology letters,2023-Jul-06,7
37415091,A qPCR Method to Assay Endonuclease Activity of Cas9-sgRNA Ribonucleoprotein Complexes.,Journal of microbiology and biotechnology,2023-Sep-28,6
37400536,An engineered hypercompact CRISPR-Cas12f system with boosted gene-editing activity.,Nature chemical biology,2023-Nov-1,8
37393268,Enrichment strategies to enhance genome editing.,Journal of biomedical science,2023-Jul-01,2
37356052,Progress and Perspective of CRISPR-Cas9 Technology in Translational Medicine.,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2023-Sep-1,8
37305370,Current and novel modalities for management of chronic hepatitis B infection.,World journal of hepatology,2023-May-27,8
37299685,Tailoring Magnetite-Nanoparticle-Based Nanocarriers for Gene Delivery: Exploiting CRISPRa Potential in Reducing Conditions.,"Nanomaterials (Basel, Switzerland)",2023-May-31,10
37269466,An Update on the Application of CRISPR Technology in Clinical Practice.,Molecular biotechnology,2024-Feb-1,10
39496976,Integration of CRISPR/Cas9 with multi-omics technologies to engineer secondary metabolite productions in medicinal plant: Challenges and Prospects.,Functional & integrative genomics,2024-Nov-04,5
39158766,Versatile plant genome engineering using anti-CRISPR-Cas12a systems.,Science China. Life sciences,2024-Dec-1,15
39103341,Distinct horizontal transfer mechanisms for type I and type V CRISPR-associated transposons.,Nature communications,2024-Aug-06,4
39056004,Occurrence and diversity pattern of CRISPR-Cas systems in ,Frontiers in microbiology,2024-1-1,2
38921737,Characterization of CRISPR-Cas Systems in ,"Pathogens (Basel, Switzerland)",2024-May-23,8
38841053,Endogenous Type I-C CRISPR-Cas system of ,Frontiers in microbiology,2024-1-1,8
38831286,Prevalence of the CRISPR-cas system and its association with antibiotic resistance in clinical Klebsiella pneumoniae isolates.,BMC infectious diseases,2024-Jun-03,9
38805143,Putative Probiotic Ligilactobacillus salivarius Strains Isolated from the Intestines of Meat-Type Pigeon Squabs.,Probiotics and antimicrobial proteins,2024-May-28,7
38795068,AlPaCas: allele-specific CRISPR gene editing through a protospacer-adjacent-motif (PAM) approach.,Nucleic acids research,2024-Jul-05,11
38786760,"Deleterious Effects of Heat Stress on the Tomato, Its Innate Responses, and Potential Preventive Strategies in the Realm of Emerging Technologies.",Metabolites,2024-May-15,6
38511958,Blunted blades: new CRISPR-derived technologies to dissect microbial multi-drug resistance and biofilm formation.,mSphere,2024-Apr-23,2
38450259,Application of CRISPR-Cas9 genome editing technology in various fields: A review.,Narra J,2023-Aug-1,14
38377059,CRISPR/Cas9: an overview of recent developments and applications in cancer research.,"International journal of surgery (London, England)",2024-Oct-01,4
38242128,Exploiting activation and inactivation mechanisms in type I-C CRISPR-Cas3 for genome-editing applications.,Molecular cell,2024-Feb-01,8
38212746,"Antigen surface display in two novel whole genome sequenced food grade strains, Lactiplantibacillus pentosus KW1 and KW2.",Microbial cell factories,2024-Jan-11,7
38090672,EspB and HtpG interact with the type III-A CRISPR/Cas system of ,Frontiers in molecular biosciences,2023-1-1,14
38053290,Harnessing CRISPR-Cas adaptation for RNA recording and beyond.,BMB reports,2024-Jan-1,3
38033324,New design strategies for ultra-specific CRISPR-Cas13a-based RNA detection with single-nucleotide mismatch sensitivity.,Nucleic acids research,2024-Jan-25,10
38029146,Rapid detection of grass carp reovirus type 1 using RPA-based test strips combined with CRISPR Cas13a system.,Frontiers in microbiology,2023-1-1,9
38027359,Loop-Mediated Isothermal Amplification-Integrated CRISPR Methods for Infectious Disease Diagnosis at Point of Care.,ACS omega,2023-Nov-21,4
37971255,With a pinch of salt: metagenomic insights into Namib Desert salt pan microbial mats and halites reveal functionally adapted and competitive communities.,Applied and environmental microbiology,2023-Dec-21,6
37940844,Molecular characterization and phylogenetic analysis of the first Corynebacterium rouxii strains isolated in Brazil: a recent member of Corynebacterium diphtheriae complex.,BMC genomic data,2023-Nov-08,16
37895260,Comparative Analysis and Phylogenetic Insights of Cas14-Homology Proteins in Bacteria and Archaea.,Genes,2023-Oct-06,9
37764119,Comparison of Structural Features of CRISPR-Cas Systems in Thermophilic Bacteria.,Microorganisms,2023-Sep-10,9
37691844,Identification and characterization of two CRISPR/Cas systems associated with the mosquito microbiome.,Access microbiology,2023-1-1,4
37630508,Correlation of CRISPR/Cas and Antimicrobial Resistance in ,Microorganisms,2023-Jul-30,6
37509059,Applications of Programmable Endonucleases in Sequence- and Ligation-Independent Seamless DNA Assembly.,Biomolecules,2023-Jun-21,4
37425362,Endogenous CRISPR/Cas systems for genome engineering in the acetogens ,Frontiers in bioengineering and biotechnology,2023-1-1,5
37402738,The engineered single guide RNA structure as a biomarker for gene-editing reagent exposure.,Scientific reports,2023-Jul-04,3
37333257,Cas4/1 dual nuclease activities enable prespacer maturation and directional integration in a type I-G CRISPR-Cas system.,bioRxiv : the preprint server for biology,2023-Jun-05,2
37316664,Genome expansion by a CRISPR trimmer-integrase.,Nature,2023-Jun-1,8
37237582,Evidence of Copper Nanoparticles and Poly I:C Modulating Cas9 Interaction and Cleavage of COR (Conserved Omicron RNA).,"Bioengineering (Basel, Switzerland)",2023-Apr-25,5
37178792,Rapid detection of Nipah virus using the one-pot RPA-CRISPR/Cas13a assay.,Virus research,2023-Jul-15,7
37176948,The Potential of CRISPR/Cas Technology to Enhance Crop Performance on Adverse Soil Conditions.,"Plants (Basel, Switzerland)",2023-May-05,5
37118221,The Phylogenetic Study of the CRISPR-Cas System in Enterobacteriaceae.,Current microbiology,2023-Apr-28,4
37073287,The application of genome editing technology in fish.,Marine life science & technology,2021-Aug-1,4
36960048,Human papillomavirus in the setting of immunodeficiency: Pathogenesis and the emergence of next-generation therapies to reduce the high associated cancer risk.,Frontiers in immunology,2023-1-1,4
36925687,Phage engineering and phage-assisted CRISPR-Cas delivery to combat multidrug-resistant pathogens.,Bioengineering & translational medicine,2023-Mar-1,15
36911238,"Genome editing for improving nutritional quality, post-harvest shelf life and stress tolerance of fruits, vegetables, and ornamentals.",Frontiers in genome editing,2023-1-1,6
36732857,"Whole-genome analysis of a Vibrio cholerae O1 biotype classical strain isolated in 1946 in Sasebo city, Nagasaki prefecture, from a returnee from the northeast part of China.",Tropical medicine and health,2023-Feb-02,5
36698226,Temperature-Dependent Affinity Changes in Substrate Binding Affect the Cleavage Activity of BthC2c1.,Protein and peptide letters,2023-1-1,8
36560945,Adaptive lifestyle of bacteria determines phage-bacteria interaction.,Frontiers in microbiology,2022-1-1,5
36477756,Novel configurations of type I-E CRISPR-Cas system in Corynebacterium striatum clinical isolates.,Brazilian journal of microbiology : [publication of the Brazilian Society for Microbiology],2023-Mar-1,6
36422373,Developing New Tools to Fight Human Pathogens: A Journey through the Advances in RNA Technologies.,Microorganisms,2022-Nov-21,7
36340792,Gene regulatory and gene editing tools and their applications for retinal diseases and neuroprotection: From proof-of-concept to clinical trial.,Frontiers in neuroscience,2022-1-1,7
36312941,Comparative analysis of ,Frontiers in microbiology,2022-1-1,6
36233352,Biotechnological Advances to Improve Abiotic Stress Tolerance in Crops.,International journal of molecular sciences,2022-Oct-10,4
36162999,Comparative genome analysis unravels pathogenicity of Xanthomonas albilineans causing sugarcane leaf scald disease.,BMC genomics,2022-Sep-26,9
36100322,The power and the promise of CRISPR/Cas9 genome editing for clinical application with gene therapy.,Journal of advanced research,2022-Sep-1,5
36080431,Whole-Genome Analysis of ,"Molecules (Basel, Switzerland)",2022-Sep-02,9
36073935,Legionella pneumophila Cas2 Promotes the Expression of Small Heat Shock Protein C2 That Is Required for Thermal Tolerance and Optimal Intracellular Infection.,Infection and immunity,2022-Oct-20,2
36033876,Development and evaluation of a rapid RPA/CRISPR-based detection of ,Frontiers in microbiology,2022-1-1,13
