pmid,title,journal,date,num_authors
35991331,Spatial effects in parasite-induced marine diseases of immobile hosts.,Royal Society open science,2022-Aug-1,4
35978635,SARS-CoV-2 Transmission by Arthropod Vectors: A Scoping Review.,BioMed research international,2022-1-1,5
35892547,"Important Mycosis of Wildlife: Emphasis on Etiology, Epidemiology, Diagnosis, and Pathology-A Review: PART 2.",Animals : an open access journal from MDPI,2022-Jul-26,11
35889247,"Ethnobotanical Uses, Phytochemistry, Toxicology, and Pharmacological Properties of ","Molecules (Basel, Switzerland)",2022-Jul-08,10
35855439,Examining the paradox of urban disease ecology by linking the perspectives of Urban One Health and Ecology with Cities.,Urban ecosystems,2022-1-1,3
35804182,Impact of joint interactions with humans and social interactions with conspecifics on the risk of zooanthroponotic outbreaks among wildlife populations.,Scientific reports,2022-Jul-08,9
35737674,The population genetics of the causative agent of snake fungal disease indicate recent introductions to the USA.,PLoS biology,2022-Jun-1,11
35658858,Appearance and re-appearance of zoonotic disease during the pandemic period: long-term monitoring and analysis of zoonosis is crucial to confirm the animal origin of SARS-CoV-2 and monkeypox virus.,The veterinary quarterly,2022-Jun-07,6
35640912,When Defenses Fail: Atelopus zeteki Skin Secretions Increase Growth of the Pathogen Batrachochytrium dendrobatidis.,Integrative and comparative biology,2022-Dec-30,2
35632689,Mitigating the Impact of Emerging Animal Infectious Disease Threats: First Emerging Animal Infectious Diseases Conference (EAIDC) Report.,Viruses,2022-Apr-30,7
35555938,Whole genome resequencing reveals signatures of rapid selection in a virus-affected commercial fishery.,Molecular ecology,2022-Jul-1,7
35458537,Special Issue: Emerging Wildlife Viral Diseases.,Viruses,2022-Apr-13,1
35453225,Surveillance Study of ,"Antibiotics (Basel, Switzerland)",2022-Apr-01,11
35415433,SISS-Geo: Leveraging Citizen Science to Monitor Wildlife Health Risks in Brazil.,Journal of healthcare informatics research,2019-Dec-1,6
35369485,The Symbiotic Continuum Within Ticks: Opportunities for Disease Control.,Frontiers in microbiology,2022-1-1,10
35232629,A gaps-and-needs analysis of vaccine R&D in Europe: Recommendations to improve the research infrastructure.,Biologicals : journal of the International Association of Biological Standardization,2022-Apr-1,6
35211097,One Health Paradigm to Confront Zoonotic Health Threats: A Pakistan Prospective.,Frontiers in microbiology,2021-1-1,10
35203188,Zoonoses and Wildlife: One Health Approach.,Animals : an open access journal from MDPI,2022-Feb-15,1
35202488,"Transmissible cancer influences immune gene expression in an endangered marsupial, the Tasmanian devil (Sarcophilus harrisii).",Molecular ecology,2022-Apr-1,6
35140881,The mosquito microbiome includes habitat-specific but rare symbionts.,Computational and structural biotechnology journal,2022-1-1,14
35046462,Experimental inoculation trial to determine the effects of temperature and humidity on White-nose Syndrome in hibernating bats.,Scientific reports,2022-Jan-19,10
35036095,Effectiveness of antifungal treatments during chytridiomycosis epizootics in populations of an endangered frog.,PeerJ,2022-1-1,9
34944317,"A Cross-Sectional Study of Knowledge on Ownership, Zoonoses and Practices among Pet Owners in Northern Portugal.",Animals : an open access journal from MDPI,2021-Dec-13,6
34909607,Envisioning a resilient future for biodiversity conservation in the wake of the COVID-19 pandemic.,"People and nature (Hoboken, N.J.)",2021-Oct-1,21
34847928,Rabies is still a fatal but neglected disease: a case report.,Journal of medical case reports,2021-Dec-01,14
34774124,The COVID-19 pandemic is intricately linked to biodiversity loss and ecosystem health.,The Lancet. Planetary health,2021-Nov-1,14
34573509,How to Start Up a National Wildlife Health Surveillance Programme.,Animals : an open access journal from MDPI,2021-Aug-30,13
34573485,Herpesvirus Infection in a Breeding Population of Two Coexisting ,Animals : an open access journal from MDPI,2021-Aug-27,6
34544548,Evolution of pathogen tolerance and emerging infections: A missing experimental paradigm.,eLife,2021-Sep-21,3
34543611,SARS-CoV-2's origin should be investigated worldwide for pandemic prevention.,"Lancet (London, England)",2021-Oct-09,15
34542794,Veterinary Experiences can Inform One Health Strategies for Animal Coronaviruses.,EcoHealth,2021-Sep-1,14
34475642,"Diet, parasites, and other pathogens of Sunda leopard cats (",Journal of parasitic diseases : official organ of the Indian Society for Parasitology,2021-Sep-1,5
34451504,Optimization of DNA Extraction from Field-Collected Mammalian Whole Blood on Filter Paper for ,"Pathogens (Basel, Switzerland)",2021-Aug-17,5
34451469,Four Tick-Borne Microorganisms and Their Prevalence in ,"Pathogens (Basel, Switzerland)",2021-Aug-09,3
34447356,Wildlife Is a Potential Source of Human Infections of ,Frontiers in microbiology,2021-1-1,10
34421183,The role of social structure and dynamics in the maintenance of endemic disease.,Behavioral ecology and sociobiology,2021-1-1,2
34390537,Zoonotic pathogens in wild muskoxen (Ovibos moschatus) and domestic sheep (Ovis aries) from Greenland.,Veterinary medicine and science,2021-Nov-1,7
34379870,Coronavirus disease 2019 and pregnancy is déjà vu all over again.,BJOG : an international journal of obstetrics and gynaecology,2022-Jan-1,2
34272669,The contribution of bovines to human health against viral infections.,Environmental science and pollution research international,2021-Sep-1,4
34241724,Fibropapillomatosis and the Chelonid Alphaherpesvirus 5 in Green Turtles from West Africa.,EcoHealth,2021-Jun-1,10
34207364,"Illegal Wildlife Trade and Emerging Infectious Diseases: Pervasive Impacts to Species, Ecosystems and Human Health.",Animals : an open access journal from MDPI,2021-Jun-18,3
34187239,"One Health practices across key agencies in Sweden - Uncovering barriers to cooperation, communication and coordination.",Scandinavian journal of public health,2023-Jun-1,1
34172822,Human encroachment into wildlife gut microbiomes.,Communications biology,2021-Jun-25,7
39493443,The interplay of climate change and physical activity: Implications for cardiovascular health.,American heart journal plus : cardiology research and practice,2024-Nov-1,4
39391220,Effects of heat stress on oxidative balance and sperm quality in dogs.,Frontiers in veterinary science,2024-1-1,10
39377000,Inequities in air pollution on stroke mortality among Older Americans: a U.S. nationwide analysis.,Frontiers in public health,2024-1-1,9
39298533,"Clinical presentation of human leptospirosis in febrile patients: Urabá, Colombia.",PLoS neglected tropical diseases,2024-Sep-1,5
39259416,Lyme disease in companion animals: an updated state-of-art and current situation in Portugal.,Veterinary research communications,2024-Dec-1,6
39258208,Could environmental exposure and climate change Be a key factor in the rising incidence of early onset colorectal cancer?,Heliyon,2024-Aug-30,4
39096351,"Survey of mosquito species in intensive pig farms in Hunan province, China.",Tropical animal health and production,2024-Aug-03,7
39006158,Association between wet-bulb globe temperature and kidney function in different geographic regions in a large Taiwanese population study.,Clinical kidney journal,2024-Jul-1,11
38947183,Brain Abscesses in the Tropics.,Current tropical medicine reports,2023-Dec-1,6
38929934,The Influence of Climatic Factors on the Provocation of Epileptic Seizures.,Journal of clinical medicine,2024-Jun-11,10
38917093,Risk factors associated with dengue complications and death: A cohort study in Peru.,PloS one,2024-1-1,10
38806257,Does Examination Table Paper Use Mitigate the Risk of Disease Transmission in a Family Medicine Clinic?,Annals of family medicine,2024-1-1,4
38632636,"Health impacts of a cold wave and its economic loss assessment in China's high-altitude city, Xining.",Archives of public health = Archives belges de sante publique,2024-Apr-18,5
38592816,"The Evaluation of a Long-Term Experiment on the Relationships between Weather, Nitrogen Fertilization, Preceding Crop, and Winter Wheat Grain Yield on Cambisol.","Plants (Basel, Switzerland)",2024-Mar-12,4
38456075,Dengue and chikungunya: future threats for Northern Europe?,Frontiers in epidemiology,2024-1-1,4
38371354,"Health-Damaging Climate Events Highlight the Need for Interdisciplinary, Engaged Research.",GeoHealth,2024-Feb-1,8
38028158,Health Emergency Risk Management in World Health Organization - South-East Asia Region during 2014-2023: synthesis of experiences.,The Lancet regional health. Southeast Asia,2023-Nov-1,11
37896754,Alterations in Patients' Clinical Outcomes and Respiratory Viral Pathogen Activity following the COVID-19 Pandemic.,Viruses,2023-Sep-22,7
37830371,"Impact of Hurricanes Irma and Maria on Asthma, Hypertension, and Depression in a Sample of the Puerto Rico Population.",Disaster medicine and public health preparedness,2023-Oct-13,6
37829676,Evaluation of Potential Effects of Increased Outdoor Temperatures Due to Global Warming on Cerebral Blood Flow Rate and Respiratory Function in Chronic Obstructive Disease and Anemia.,"Global challenges (Hoboken, NJ)",2023-Oct-1,2
37741554,Climate change and epigenetic biomarkers in allergic and airway diseases.,The Journal of allergy and clinical immunology,2023-Nov-1,3
37539200,Is smart carbon emission reduction justified in China? Evidence from national big data comprehensive pilot zones.,Heliyon,2023-Jul-1,4
37524329,"Case Report: Leptospirosis after a Typhoon Disaster Outside the Endemic Region, Japan.",The American journal of tropical medicine and hygiene,2023-Sep-06,4
37487568,"Epidemiological Characteristics and Trends in the Incidence of Leptospirosis in Japan: A Nationwide, Observational Study from 2006 to 2021.",The American journal of tropical medicine and hygiene,2023-Sep-06,3
37484126,The environmental impact of inhaler replacement: A carbon footprint and economic calculation of the National Database of Health Insurance Claims in Japan.,Journal of general and family medicine,2023-Jul-1,4
37375492,Molecular Detection of ,"Pathogens (Basel, Switzerland)",2023-Jun-04,4
37187603,Global warming and mosquito-borne diseases in Africa: a narrative review.,The Pan African medical journal,2023-1-1,4
37084122,The association between weather warnings and hip fractures in the Republic of Ireland.,Archives of osteoporosis,2023-Apr-21,8
37083565,The classification of freezing cold injuries - a NATO research task group position paper.,International journal of circumpolar health,2023-Dec-1,5
36901039,Heat Stroke in the Work Environment: Case Report of an Underestimated Phenomenon.,International journal of environmental research and public health,2023-Feb-24,11
36792874,Cholera Dynamics and the Emergence of Pandemic Vibrio cholerae.,Advances in experimental medicine and biology,2023-1-1,3
36777310,Association between extreme ambient heat exposure and diabetes-related hospital admissions and emergency department visits: A systematic review.,Hygiene and environmental health advances,2022-Dec-1,6
36742229,Climate Crises and Developing Vector-Borne Diseases: A Narrative Review.,Iranian journal of public health,2022-Dec-1,3
36585519,Gene-environment interactions and their impact on human health.,Genes and immunity,2023-Feb-1,5
36511453,Influence of a sodium-saccharin sweetener on the rumen content and rumen epithelium microbiota in dairy cattle during heat stress.,Journal of animal science,2023-Jan-03,9
36380330,The impact of Hurricane Maria on individuals living with non-communicable disease in Puerto Rico: the experience of 10 communities.,BMC public health,2022-Nov-15,7
36136572,Analysis and Comparison of Rapid Methods for the Determination of Ochratoxin a Levels in Organs and Body Fluids Obtained from Exposed Mice.,Toxins,2022-Sep-13,11
36061977,Application of job shop scheduling approach in green patient flow optimization using a hybrid swarm intelligence.,Computers & industrial engineering,2022-Oct-1,4
35936544,The Impact of High Ambient Temperature on Human Sperm Parameters: A Meta-Analysis.,Iranian journal of public health,2022-Apr-1,8
35668486,A novel optical sensor system for the automatic classification of mosquitoes by genus and sex with high levels of accuracy.,Parasites & vectors,2022-Jun-06,11
35563676,High-Fat Diet Impairs Muscle Function and Increases the Risk of Environmental Heatstroke in Mice.,International journal of molecular sciences,2022-May-09,6
35558118,Heat Stress Weakens the Skin Barrier Function in Sturgeon by Decreasing Mucus Secretion and Disrupting the Mucosal Microbiota.,Frontiers in microbiology,2022-1-1,19
35457530,"Physical Activity, Climate Change and Health-A Conceptual Model for Planning Public Health Action at the Organizational Level.",International journal of environmental research and public health,2022-Apr-12,6
35413138,Epigenetic responses to heat: From adaptation to maladaptation.,Experimental physiology,2022-Oct-1,3
35140130,Developing a protocol based on the Brazilian Dietary Guidelines for individual dietary advice in the primary healthcare: theoretical and methodological bases.,Family medicine and community health,2022-Feb-1,7
34966230,Challenges to Protecting the Right to Health under the Climate Change Regime.,Health and human rights,2021-Dec-1,1
34959493,From the One Health Perspective: Schistosomiasis Japonica and Flooding.,"Pathogens (Basel, Switzerland)",2021-Nov-25,6
34938932,"Risk of Heat-Related Mortality, Disease, Accident, and Injury Among Korean Workers: A National Representative Study From 2002 to 2015.",GeoHealth,2021-Dec-1,4
34832594,Parasitology and One Health-Perspectives on Africa and Beyond.,"Pathogens (Basel, Switzerland)",2021-Nov-05,1
34069459,Bioactive Sugarcane Lipids in a Circular Economy Context.,"Foods (Basel, Switzerland)",2021-May-19,6
34067373,Mortality Risk from Respiratory Diseases Due to Non-Optimal Temperature among Brazilian Elderlies.,International journal of environmental research and public health,2021-May-22,5
33921381,The Impact of Temperature on the Risk of COVID-19: A Multinational Study.,International journal of environmental research and public health,2021-Apr-12,2
33810028,Zika Virus Pathogenesis: A Battle for Immune Evasion.,Vaccines,2021-Mar-22,8
33632812,The Neuroscience Community Has a Role in Environmental Conservation.,eNeuro,2021-1-1,2
33578223,Climate change and epilepsy: Insights from clinical and basic science studies.,Epilepsy & behavior : E&B,2021-Mar-1,19
33352933,Evolution of Protein Structure and Stability in Global Warming.,International journal of molecular sciences,2020-Dec-18,1
33124540,Nonlinear and Threshold Effect of Meteorological Factors on Japanese Encephalitis Transmission in Southwestern China.,The American journal of tropical medicine and hygiene,2020-Dec-1,10
33114437,Fundamental Concepts of Human Thermoregulation and Adaptation to Heat: A Review in the Context of Global Warming.,International journal of environmental research and public health,2020-Oct-24,1
33110519,Natural outbreaks and bioterrorism: How to deal with the two sides of the same coin?,Journal of global health,2020-Dec-1,7
33097356,The effect of global warming on mortality.,Early human development,2021-Apr-1,3
32399720,[New challenges for intensive care medicine due to climate change and global warming].,Der Anaesthesist,2020-Jul-1,4
32080154,Effectiveness and safety of ear acupuncture for trauma-related mental disorders after large-scale disasters: A PRISMA-compliant systematic review.,Medicine,2020-Feb-1,3
31997247,Industrial pollution and human health: evidence from middle-income countries.,Environmental science and pollution research international,2020-Apr-1,2
31820033,"Climate change, global warming, and intensive care.",Intensive care medicine,2020-Mar-1,3
31374032,Efficacy and safety of ear acupuncture for trauma-related disorders after large-scale disasters: A protocol of systematic review.,Medicine,2019-Aug-1,3
31363452,Health Effects of Climate Change-induced Wildfires and Heatwaves.,Cureus,2019-May-28,2
31100792,The Environmental Impact and Formation of Meals from the Pilot Year of a Las Vegas Convention Food Rescue Program.,International journal of environmental research and public health,2019-May-16,3
30916639,Emerging and threatening vector-borne zoonoses in the world and in Europe: a brief update.,Pathogens and global health,2019-Mar-1,1
29736195,Chest Ultrasonography in Modern Day Extreme Settings: From Military Setting and Natural Disasters to Space Flights and Extreme Sports.,Canadian respiratory journal,2018-1-1,3
28432370,"The Threshold Temperature and Lag Effects on Daily Excess Mortality in Harbin, China: A Time Series Analysis.",The international journal of occupational and environmental medicine,2017-Apr-1,5
28051191,Protecting Health from Climate Change Requires Concerted Action and Radical Approaches: A Discussion of Recent Progress in International Climate Negotiations.,The international journal of occupational and environmental medicine,2017-Jan-1,4
29971699,Immigration and Acculturation: Impact on Health and Well-Being of Immigrants.,Current hypertension reports,2018-Jul-03,1
29879516,Emerging and re-emerging infectious disease training needs in Turkey.,Travel medicine and infectious disease,2018-1-1,2
27259712,Spread of carbapenem-resistant international clones of Acinetobacter baumannii in Turkey and Azerbaijan: a collaborative study.,European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology,2016-Sep-1,19
33439934,How a discerning cytological examination can aid in the diagnosis of infectious diseases: case reports.,Brazilian journal of medical and biological research = Revista brasileira de pesquisas medicas e biologicas,2021-1-1,7
